ECID,Type,Name,Unit,Pointer,Max,Min,Default,Comment,Line,SourceRef
4453,ASCII_TYPE,Out Arm to Auto 1 Place Offset,mm,OutArmOffSet_File[OutOfsAuto1]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,491,SECSGEM/uHGemHT9045_EC.cpp#L491
4454,ASCII_TYPE,Out Arm to Auto 2 Place Offset,mm,OutArmOffSet_File[OutOfsAuto2]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,492,SECSGEM/uHGemHT9045_EC.cpp#L492
4455,ASCII_TYPE,Out Arm to Auto 3 Place Offset,mm,OutArmOffSet_File[OutOfsAuto3]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,493,SECSGEM/uHGemHT9045_EC.cpp#L493
4456,ASCII_TYPE,Out Arm to Fix 1 Place Offset,mm,OutArmOffSet_File[OutOfsFix1]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,494,SECSGEM/uHGemHT9045_EC.cpp#L494
4457,ASCII_TYPE,Out Arm to Fix 2 Place Offset,mm,OutArmOffSet_File[OutOfsFix2]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,495,SECSGEM/uHGemHT9045_EC.cpp#L495
4458,ASCII_TYPE,Out Arm to Fix 3 Place Offset,mm,OutArmOffSet_File[OutOfsFix3]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,496,SECSGEM/uHGemHT9045_EC.cpp#L496
4459,ASCII_TYPE,Out Arm to Rotater Place Offset,mm,OutArmOffSet_File[OutOfsRotate_Out]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,497,SECSGEM/uHGemHT9045_EC.cpp#L497
4460,ASCII_TYPE,Out Arm to Auto 4 Place Offset,mm,OutArmOffSet_File[OutOfsAuto4]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,500,SECSGEM/uHGemHT9045_EC.cpp#L500
4461,ASCII_TYPE,Out Arm to Auto 5 Place Offset,mm,OutArmOffSet_File[OutOfsAuto5]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,501,SECSGEM/uHGemHT9045_EC.cpp#L501
4462,ASCII_TYPE,Out Arm to Auto 6 Place Offset,mm,OutArmOffSet_File[OutOfsAuto6]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,502,SECSGEM/uHGemHT9045_EC.cpp#L502
4463,ASCII_TYPE,Out Arm to Fix 4 Place Offset,mm,OutArmOffSet_File[OutOfsFix4]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,503,SECSGEM/uHGemHT9045_EC.cpp#L503
4464,ASCII_TYPE,Out Arm to Fix 5 Place Offset,mm,OutArmOffSet_File[OutOfsFix5]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,504,SECSGEM/uHGemHT9045_EC.cpp#L504
4465,ASCII_TYPE,Out Arm to Fix 6 Place Offset,mm,OutArmOffSet_File[OutOfsFix6]->tArmPlaceOffset,,,,CSV Format with 8 data: Pick A; B; C; D; E; F; G; H,505,SECSGEM/uHGemHT9045_EC.cpp#L505
4661,FT_8_TYPE,Test Arm2 Pick Offset,mm,&Offset_File.iIndexArmPickUp[1],,,,Test Arm2 Pick Offset,507,SECSGEM/uHGemHT9045_EC.cpp#L507
4662,FT_8_TYPE,Test Arm2 Place Offset,mm,&Offset_File.iIndexArmPlace[1],,,,Test Arm2 Place Offset,508,SECSGEM/uHGemHT9045_EC.cpp#L508
4663,FT_8_TYPE,Test Arm2 Contact Height Offset,mm,&Offset_File.iIndexArmContact[1],,,,Test Arm2 Contact Height Offset,509,SECSGEM/uHGemHT9045_EC.cpp#L509
4664,FT_8_TYPE,Test Arm2 Busy Shuttle Half Offset,mm,&Offset_File.iSHHalft[1],,,,Test Arm2 Busy Shuttle Half Offset,510,SECSGEM/uHGemHT9045_EC.cpp#L510
4665,FT_8_TYPE,Test Arm2 Shuttle Right Offset,mm,&Offset_File.iSHRightPod[1],2,-2,0,Test Arm2 Shuttle Right Offset,511,SECSGEM/uHGemHT9045_EC.cpp#L511
4666,FT_8_TYPE,Test Arm2 Shuttle Left Offset,mm,&Offset_File.iSHLeftPod[1],2,-2,0,Test Arm2 Shuttle Left Offset,512,SECSGEM/uHGemHT9045_EC.cpp#L512
4671,FT_8_TYPE,Test Arm1 Pick Offset,mm,&Offset_File.iIndexArmPickUp[0],,,,Test Arm1 Pick Offset,513,SECSGEM/uHGemHT9045_EC.cpp#L513
4672,FT_8_TYPE,Test Arm1 Place Offset,mm,&Offset_File.iIndexArmPlace[0],,,,Test Arm1 Place Offset,514,SECSGEM/uHGemHT9045_EC.cpp#L514
4673,FT_8_TYPE,Test Arm1 Contact Height Offset,mm,&Offset_File.iIndexArmContact[0],,,,Test Arm1 Contact Height Offset,515,SECSGEM/uHGemHT9045_EC.cpp#L515
4674,FT_8_TYPE,Test Arm1 Busy Shuttle Half Offset,mm,&Offset_File.iSHHalft[0],,,,Test Arm1 Busy Shuttle Half Offset,516,SECSGEM/uHGemHT9045_EC.cpp#L516
4675,FT_8_TYPE,Test Arm1 Shuttle Right Offset,mm,&Offset_File.iSHRightPod[0],2,-2,0,Test Arm1 Shuttle Right Offset,517,SECSGEM/uHGemHT9045_EC.cpp#L517
4676,FT_8_TYPE,Test Arm1 Shuttle Left Offset,mm,&Offset_File.iSHLeftPod[0],2,-2,0,Test Arm1 Shuttle Left Offset,518,SECSGEM/uHGemHT9045_EC.cpp#L518
4682,FT_8_TYPE,Tray Arm Pick Loader Offset,mm,&Offset_File.iTrayArmX[0],,,,Tray Arm Pick Loader Offset,519,SECSGEM/uHGemHT9045_EC.cpp#L519
4683,FT_8_TYPE,Tray Arm Pick Buffer Offset,mm,&Offset_File.iTrayArmX[1],,,,Tray Arm Pick Buffer Offset,520,SECSGEM/uHGemHT9045_EC.cpp#L520
4684,FT_8_TYPE,Tray Arm Pick Color Offset,mm,&Offset_File.iTrayArmX[2],,,,Tray Arm Pick Color Offset,521,SECSGEM/uHGemHT9045_EC.cpp#L521
4685,FT_8_TYPE,Tray Arm Place Auto 1 Offset,mm,&Offset_File.iTrayArmX[3],,,,Tray Arm Place Auto 1 Offset,522,SECSGEM/uHGemHT9045_EC.cpp#L522
4686,FT_8_TYPE,Tray Arm Place Auto 2 Offset,mm,&Offset_File.iTrayArmX[4],,,,Tray Arm Place Auto 2 Offset,523,SECSGEM/uHGemHT9045_EC.cpp#L523
4687,FT_8_TYPE,Tray Arm Place Auto 3 Offset,mm,&Offset_File.iTrayArmX[5],,,,Tray Arm Place Auto 3 Offset,524,SECSGEM/uHGemHT9045_EC.cpp#L524
4688,FT_8_TYPE,Tray Arm Place Auto 4 Offset,mm,&Offset_File.iTrayArmX[6],,,,Tray Arm Place Auto 4 Offset,527,SECSGEM/uHGemHT9045_EC.cpp#L527
4689,FT_8_TYPE,Tray Arm Place Auto 5 Offset,mm,&Offset_File.iTrayArmX[7],,,,Tray Arm Place Auto 5 Offset,528,SECSGEM/uHGemHT9045_EC.cpp#L528
4690,FT_8_TYPE,Tray Arm Place Auto 6 Offset,mm,&Offset_File.iTrayArmX[8],,,,Tray Arm Place Auto 6 Offset,529,SECSGEM/uHGemHT9045_EC.cpp#L529
4751,FT_8_TYPE,Plate1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHotPlate1],60,-60,0,Plate1 Temperature Offset,531,SECSGEM/uHGemHT9045_EC.cpp#L531
4752,FT_8_TYPE,Plate2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHotPlate2],60,-60,0,Plate2 Temperature Offset,532,SECSGEM/uHGemHT9045_EC.cpp#L532
4753,FT_8_TYPE,Shuttle1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcShuttle1],60,-60,0,Shuttle1 Temperature Offset,533,SECSGEM/uHGemHT9045_EC.cpp#L533
4754,FT_8_TYPE,Shuttle2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcShuttle2],60,-60,0,Shuttle2 Temperature Offset,534,SECSGEM/uHGemHT9045_EC.cpp#L534
4755,FT_8_TYPE,Head1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHead1],60,-60,0,Head1 Temperature Offset,535,SECSGEM/uHGemHT9045_EC.cpp#L535
4756,FT_8_TYPE,Head2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHead2],60,-60,0,Head2 Temperature Offset,536,SECSGEM/uHGemHT9045_EC.cpp#L536
4757,FT_8_TYPE,Head5 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHead3],60,-60,0,Head5 Temperature Offset,537,SECSGEM/uHGemHT9045_EC.cpp#L537
4758,FT_8_TYPE,Head6 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHead4],60,-60,0,Head6 Temperature Offset,538,SECSGEM/uHGemHT9045_EC.cpp#L538
4759,FT_8_TYPE,Dut Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcDUT1],60,-60,0,Dut Temperature Offset,539,SECSGEM/uHGemHT9045_EC.cpp#L539
4760,FT_8_TYPE,Dut1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcDUT2],60,-60,0,Dut1 Temperature Offset,540,SECSGEM/uHGemHT9045_EC.cpp#L540
4761,FT_8_TYPE,Hot Gun1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHeatGun1],60,-60,0,Hot Gun1 Temperature Offset,541,SECSGEM/uHGemHT9045_EC.cpp#L541
4762,FT_8_TYPE,Hot Gun2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcHeatGun2],60,-60,0,Hot Gun2 Temperature Offset,542,SECSGEM/uHGemHT9045_EC.cpp#L542
4763,FT_8_TYPE,Chamber Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcChamber],60,-60,0,Chamber Temperature Offset,543,SECSGEM/uHGemHT9045_EC.cpp#L543
4764,FT_8_TYPE,CCD Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcCCD],60,-60,0,CCD Temperature Offset,544,SECSGEM/uHGemHT9045_EC.cpp#L544
4765,FT_8_TYPE,DUT3 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcDUT3],60,-60,0,DUT3 Temperature Offset,545,SECSGEM/uHGemHT9045_EC.cpp#L545
4766,FT_8_TYPE,DUT4 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcDUT4],60,-60,0,DUT4 Temperature Offset,546,SECSGEM/uHGemHT9045_EC.cpp#L546
4767,FT_8_TYPE,Socket Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcSocket],60,-60,0,Socket Temperature Offset,547,SECSGEM/uHGemHT9045_EC.cpp#L547
4770,FT_8_TYPE,ATC Head1 Temperature Offset,Celsius,&Temperature.dATCInPC[0],,,,ATC Head1 Temperature Offset,548,SECSGEM/uHGemHT9045_EC.cpp#L548
4771,FT_8_TYPE,ATC Head2 Temperature Offset,Celsius,&Temperature.dATCInPC[1],,,,ATC Head2 Temperature Offset,549,SECSGEM/uHGemHT9045_EC.cpp#L549
4772,FT_8_TYPE,ATC Head3 Temperature Offset,Celsius,&Temperature.dATCInPC[2],,,,ATC Head3 Temperature Offset,550,SECSGEM/uHGemHT9045_EC.cpp#L550
4773,FT_8_TYPE,ATC Head4 Temperature Offset,Celsius,&Temperature.dATCInPC[3],,,,ATC Head4 Temperature Offset,551,SECSGEM/uHGemHT9045_EC.cpp#L551
4788,BOOLEAN_TYPE,Active Heater Gun,,&Temperature.bActiveHeatGun,,,,Active Heater Gun,552,SECSGEM/uHGemHT9045_EC.cpp#L552
4789,BOOLEAN_TYPE,Active ATC Colling,,&Temperature.bATCActiveCooling,,,,Active ATC Colling,553,SECSGEM/uHGemHT9045_EC.cpp#L553
4790,INT_4_TYPE,Chiller Temp,,&Temperature.iATCChillerTemp,30,15,25,Chiller Temp,554,SECSGEM/uHGemHT9045_EC.cpp#L554
4791,BOOLEAN_TYPE,ATC Use PID Offset,,&Temperature.bUsePIDControl,,,,ATC Use PID Offset,555,SECSGEM/uHGemHT9045_EC.cpp#L555
4792,FT_8_TYPE,ATC PID Kp min Offset,,&Temperature.iATC_PID_Min_Offset[0],,,,ATC PID Kp min Offset,556,SECSGEM/uHGemHT9045_EC.cpp#L556
4793,FT_8_TYPE,ATC PID Ki min Offset,,&Temperature.iATC_PID_Min_Offset[1],,,,ATC PID Ki min Offset,557,SECSGEM/uHGemHT9045_EC.cpp#L557
4794,FT_8_TYPE,ATC PID Kd min Offset,,&Temperature.iATC_PID_Min_Offset[2],,,,ATC PID Kd min Offset,558,SECSGEM/uHGemHT9045_EC.cpp#L558
4795,FT_8_TYPE,ATC PID Kp max Offset,,&Temperature.iATC_PID_Max_Offset[0],,,,ATC PID Kp max Offset,559,SECSGEM/uHGemHT9045_EC.cpp#L559
4796,FT_8_TYPE,ATC PID Ki max Offset,,&Temperature.iATC_PID_Max_Offset[1],,,,ATC PID Ki max Offset,560,SECSGEM/uHGemHT9045_EC.cpp#L560
4797,FT_8_TYPE,ATC PID Kd max Offset,,&Temperature.iATC_PID_Max_Offset[2],,,,ATC PID Kd max Offset,561,SECSGEM/uHGemHT9045_EC.cpp#L561
4801,FT_8_TYPE,Aa1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAa1],60,-60,0,Aa1 Temperature Offset,562,SECSGEM/uHGemHT9045_EC.cpp#L562
4802,FT_8_TYPE,Ab1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAb1],60,-60,0,Ab1 Temperature Offset,563,SECSGEM/uHGemHT9045_EC.cpp#L563
4803,FT_8_TYPE,Ac1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAc1],60,-60,0,Ac1 Temperature Offset,564,SECSGEM/uHGemHT9045_EC.cpp#L564
4804,FT_8_TYPE,Ad1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAd1],60,-60,0,Ad1 Temperature Offset,565,SECSGEM/uHGemHT9045_EC.cpp#L565
4805,FT_8_TYPE,Ba1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBa1],60,-60,0,Ba1 Temperature Offset,566,SECSGEM/uHGemHT9045_EC.cpp#L566
4806,FT_8_TYPE,Bb1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBb1],60,-60,0,Bb1 Temperature Offset,567,SECSGEM/uHGemHT9045_EC.cpp#L567
4807,FT_8_TYPE,Bc1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBc1],60,-60,0,Bc1 Temperature Offset,568,SECSGEM/uHGemHT9045_EC.cpp#L568
4808,FT_8_TYPE,Bd1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBd1],60,-60,0,Bd1 Temperature Offset,569,SECSGEM/uHGemHT9045_EC.cpp#L569
4809,FT_8_TYPE,Aa2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAa2],60,-60,0,Aa2 Temperature Offset,570,SECSGEM/uHGemHT9045_EC.cpp#L570
4810,FT_8_TYPE,Ab2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAb2],60,-60,0,Ab2 Temperature Offset,571,SECSGEM/uHGemHT9045_EC.cpp#L571
4811,FT_8_TYPE,Ac2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAc2],60,-60,0,Ac2 Temperature Offset,572,SECSGEM/uHGemHT9045_EC.cpp#L572
4812,FT_8_TYPE,Ad2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAd2],60,-60,0,Ad2 Temperature Offset,573,SECSGEM/uHGemHT9045_EC.cpp#L573
4813,FT_8_TYPE,Ba2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBa2],60,-60,0,Ba2 Temperature Offset,574,SECSGEM/uHGemHT9045_EC.cpp#L574
4814,FT_8_TYPE,Bb2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBb2],60,-60,0,Bb2 Temperature Offset,575,SECSGEM/uHGemHT9045_EC.cpp#L575
4815,FT_8_TYPE,Bc2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBc2],60,-60,0,Bc2 Temperature Offset,576,SECSGEM/uHGemHT9045_EC.cpp#L576
4816,FT_8_TYPE,Bd2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBd2],60,-60,0,Bd2 Temperature Offset,577,SECSGEM/uHGemHT9045_EC.cpp#L577
4817,FT_8_TYPE,Ae1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAe1],60,-60,0,Ae1 Temperature Offset,578,SECSGEM/uHGemHT9045_EC.cpp#L578
4818,FT_8_TYPE,Af1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAf1],60,-60,0,Af1 Temperature Offset,579,SECSGEM/uHGemHT9045_EC.cpp#L579
4819,FT_8_TYPE,Ag1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAg1],60,-60,0,Ag1 Temperature Offset,580,SECSGEM/uHGemHT9045_EC.cpp#L580
4820,FT_8_TYPE,Ah1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAh1],60,-60,0,Ah1 Temperature Offset,581,SECSGEM/uHGemHT9045_EC.cpp#L581
4821,FT_8_TYPE,Be1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBe1],60,-60,0,Be1 Temperature Offset,582,SECSGEM/uHGemHT9045_EC.cpp#L582
4822,FT_8_TYPE,Bf1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBf1],60,-60,0,Bf1 Temperature Offset,583,SECSGEM/uHGemHT9045_EC.cpp#L583
4823,FT_8_TYPE,Bg1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBg1],60,-60,0,Bg1 Temperature Offset,584,SECSGEM/uHGemHT9045_EC.cpp#L584
4824,FT_8_TYPE,Bh1 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBh1],60,-60,0,Bh1 Temperature Offset,585,SECSGEM/uHGemHT9045_EC.cpp#L585
4825,FT_8_TYPE,Ae2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAe2],60,-60,0,Ae2 Temperature Offset,586,SECSGEM/uHGemHT9045_EC.cpp#L586
4826,FT_8_TYPE,Af2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAf2],60,-60,0,Af2 Temperature Offset,587,SECSGEM/uHGemHT9045_EC.cpp#L587
4827,FT_8_TYPE,Ag2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAg2],60,-60,0,Ag2 Temperature Offset,588,SECSGEM/uHGemHT9045_EC.cpp#L588
4828,FT_8_TYPE,Ah2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcAh2],60,-60,0,Ah2 Temperature Offset,589,SECSGEM/uHGemHT9045_EC.cpp#L589
4829,FT_8_TYPE,Be2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBe2],60,-60,0,Be2 Temperature Offset,590,SECSGEM/uHGemHT9045_EC.cpp#L590
4830,FT_8_TYPE,Bf2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBf2],60,-60,0,Bf2 Temperature Offset,591,SECSGEM/uHGemHT9045_EC.cpp#L591
4831,FT_8_TYPE,Bg2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBg2],60,-60,0,Bg2 Temperature Offset,592,SECSGEM/uHGemHT9045_EC.cpp#L592
4832,FT_8_TYPE,Bh2 Temperature Offset,Celsius,&Temperature.fTempOffSet[UserOffSet][tcBh2],60,-60,0,Bh2 Temperature Offset,593,SECSGEM/uHGemHT9045_EC.cpp#L593
4900,INT_4_TYPE,Temperature Mode,,&Temperature.iMachineTempMode,2,0,2,0: High; 1: Ambient; 2: Ambient/High; ,596,SECSGEM/uHGemHT9045_EC.cpp#L596
4901,FT_8_TYPE,Jam Soak Time,Second,&Temperature.fJamSoakTime,,,,Jam Soak Time,597,SECSGEM/uHGemHT9045_EC.cpp#L597
4902,FT_8_TYPE,Initial Wait Time,Second,&Temperature.fInitialWaitTime,,,,Initial Wait Time,598,SECSGEM/uHGemHT9045_EC.cpp#L598
4903,INT_4_TYPE,Initial Start 1 Time,Second,&Temperature.iInitialStart1Time,,,,Initial Start 1 Time,599,SECSGEM/uHGemHT9045_EC.cpp#L599
4904,INT_4_TYPE,Shuttle Soak Time,Second,&Temperature.iInitialStart2Time,,,,Shuttle Soak Time,600,SECSGEM/uHGemHT9045_EC.cpp#L600
4905,FT_8_TYPE,Chamber coolingTemp,Celsius,&Temperature.fChamberCoolTemp,,,,Chamber coolingTemp,601,SECSGEM/uHGemHT9045_EC.cpp#L601
4906,INT_4_TYPE,Index Soak Time,Second,&Temperature.iIndexSoakTime,,,,Index Soak Time,602,SECSGEM/uHGemHT9045_EC.cpp#L602
4907,INT_4_TYPE,O/S Time Soak Time,Second,&Temperature.iOSTime,,,,O/S Time Soak Time,603,SECSGEM/uHGemHT9045_EC.cpp#L603
4908,BOOLEAN_TYPE,Ambient Check,,&Temperature.bUseAbitCHK,,,,Ambient Check,604,SECSGEM/uHGemHT9045_EC.cpp#L604
4909,INT_4_TYPE,Ambient Check Timing,,&Temperature.iAbitCHKStatus,1,0,0,0: Start; 1: Running; ,605,SECSGEM/uHGemHT9045_EC.cpp#L605
4910,FT_8_TYPE,Ambient Temp,Celsius,&Temperature.fAbitTemp,50,10,0,Ambient Temp.,606,SECSGEM/uHGemHT9045_EC.cpp#L606
4911,BOOLEAN_TYPE,Using chamber fan in ambient mode,,&IniConfig.bAmbRunChamberFanCanStop,,,,Using chamber fan in ambient mode,607,SECSGEM/uHGemHT9045_EC.cpp#L607
4912,FT_8_TYPE,Initial Wait Time in Ambient,Second,&Temperature.fAbitInitWaitTime,,,,Initial Wait Time in Ambient,608,SECSGEM/uHGemHT9045_EC.cpp#L608
4913,FT_8_TYPE,Cooling Time in Ambient,Second,&Temperature.fAbitColdTime,,,,Cooling Time in Ambient,609,SECSGEM/uHGemHT9045_EC.cpp#L609
4914,INT_4_TYPE,Index Heat Mode,,&Temperature.iIndexHeatMode,5,0,0,0: HeadOnly; 1: ChamberOnly; 2: Head+Chamber; 3: Socket+Chamber; 4: Head+Socket; 5: Head+Chamber+Socket; ,610,SECSGEM/uHGemHT9045_EC.cpp#L610
4915,BOOLEAN_TYPE,Enable L/B temp monitoring function,,&Temperature.bLBTempFunction,1,0,0,Enable L/B temp monitoring function,612,SECSGEM/uHGemHT9045_EC.cpp#L612
4916,FT_8_TYPE,Precondition LB Temperature Min,Celsius,&Temperature.dBoostIdleTime[Temperature.eBLBL],100,25,0,"Precondition If L/B temperature less than setting, need boost",613,SECSGEM/uHGemHT9045_EC.cpp#L613
4917,FT_8_TYPE,Precondition LB boost temperature offset,Celsius,&Temperature.dBoostOffset[Temperature.eBLBL],30,-30,0,Precondition LB boost temperature offset,614,SECSGEM/uHGemHT9045_EC.cpp#L614
4918,BOOLEAN_TYPE,Enable boost offset,,&Temperature.bEnableBoostOffset[Temperature.eBLBB],1,0,0,Enable boost offset,615,SECSGEM/uHGemHT9045_EC.cpp#L615
4919,FT_8_TYPE,LB Temperature Min,Celsius,&Temperature.dBoostIdleTime[Temperature.eBLBB],100,25,0,"If L/B temperature less than setting, need boost",616,SECSGEM/uHGemHT9045_EC.cpp#L616
4920,FT_8_TYPE,LB boost temperature offset,Celsius,&Temperature.dBoostOffset[Temperature.eBLBB],30,-30,0,LB boost temperature offset,617,SECSGEM/uHGemHT9045_EC.cpp#L617
4921,BOOLEAN_TYPE,Enable initial temperature offset,,&Temperature.bEnableBoostOffset[Temperature.eBLBI],1,0,0,Enable initial temperature offset,618,SECSGEM/uHGemHT9045_EC.cpp#L618
4922,FT_8_TYPE,Idle time,Second,&Temperature.dBoostIdleTime[Temperature.eBLBI],1200,0,0,"If EOT to SOT idle time grater than setting, need boost",619,SECSGEM/uHGemHT9045_EC.cpp#L619
4923,FT_8_TYPE,Idle time LB boost temperature offset,Celsius,&Temperature.dBoostOffset[Temperature.eBLBI],30,-30,0,Idle time LB Boost temperature offset,620,SECSGEM/uHGemHT9045_EC.cpp#L620
4924,FT_8_TYPE,Idle time LB boost duration,Second,&Temperature.dBoostDuration[Temperature.eBLBI],1200,0,0,Idle time LB boost duration,621,SECSGEM/uHGemHT9045_EC.cpp#L621
4925,FT_8_TYPE,Idle time LB post boost,Second,&Temperature.dPostBoostDuration[Temperature.eBLBI],1200,0,0,Post boost duration prior after SOT,622,SECSGEM/uHGemHT9045_EC.cpp#L622
6501,BOOLEAN_TYPE,Temp. Use Single Limit,,&IniConfig.bL07UseSingleTenmpertureLimit,1,0,0,TRUE:Enalbe; FALSE:Disable,624,SECSGEM/uHGemHT9045_EC.cpp#L624
6551,FT_8_TYPE,Plate1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHotPlate1],60,-60,0,Plate1 Temperature Single Limit,625,SECSGEM/uHGemHT9045_EC.cpp#L625
6552,FT_8_TYPE,Plate2 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHotPlate2],60,-60,0,Plate2 Temperature Single Limit,626,SECSGEM/uHGemHT9045_EC.cpp#L626
6553,FT_8_TYPE,Shuttle1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcShuttle1],60,-60,0,Shuttle1 Temperature Single Limit,627,SECSGEM/uHGemHT9045_EC.cpp#L627
6554,FT_8_TYPE,Shuttle2 Temp. Limit,,&IniConfig.dSingleTempLimit[tcShuttle2],60,-60,0,Shuttle2 Temperature Single Limit,628,SECSGEM/uHGemHT9045_EC.cpp#L628
6555,FT_8_TYPE,Head1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHead1],60,-60,0,Head1 Temperature Single Limit,629,SECSGEM/uHGemHT9045_EC.cpp#L629
6556,FT_8_TYPE,Head2 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHead2],60,-60,0,Head2 Temperature Single Limit,630,SECSGEM/uHGemHT9045_EC.cpp#L630
6557,FT_8_TYPE,Head5 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHead3],60,-60,0,Head5 Temperature Single Limit,631,SECSGEM/uHGemHT9045_EC.cpp#L631
6558,FT_8_TYPE,Head6 Temp. Limit,,&IniConfig.dSingleTempLimit[tcHead4],60,-60,0,Head6 Temperature Single Limit,632,SECSGEM/uHGemHT9045_EC.cpp#L632
6559,FT_8_TYPE,DUT1 Temp. Limit,,&IniConfig.dSingleTempLimit[tcDUT1],60,-60,0,DUT1 Temperature Single Limit,633,SECSGEM/uHGemHT9045_EC.cpp#L633
6560,FT_8_TYPE,DUT2 Temp. Limit,,&IniConfig.dSingleTempLimit[tcDUT2],60,-60,0,DUT2 Temperature Single Limit,634,SECSGEM/uHGemHT9045_EC.cpp#L634
6561,FT_8_TYPE,Chamber Temp. Limit,,&IniConfig.dSingleTempLimit[tcChamber],60,-60,0,Chamber Temp. Limit,635,SECSGEM/uHGemHT9045_EC.cpp#L635
